Player,Nation,Pos,Age,Playing Time_MP,Playing Time.1_Starts,Playing Time.2_Min,Playing Time.3_90s,Performance_Gls,Performance.1_Ast,Performance.2_G+A,Performance.3_G-PK,Performance.4_PK,Performance.5_PKatt,Performance.6_CrdY,Performance.7_CrdR,Expected_xG,Expected.1_npxG,Expected.2_xAG,Expected.3_npxG+xAG,Progression_PrgC,Progression.1_PrgP,Progression.2_PrgR,Per 90 Minutes_Gls,Per 90 Minutes.1_Ast,Per 90 Minutes.2_G+A,Per 90 Minutes.3_G-PK,Per 90 Minutes.4_G+A-PK,Per 90 Minutes.5_xG,Per 90 Minutes.6_xAG,Per 90 Minutes.7_xG+xAG,Per 90 Minutes.8_npxG,Per 90 Minutes.9_npxG+xAG,MP,Playing Time_Starts,Playing Time.1_Min,Playing Time.2_90s
Baptiste Reynet,fr FRA,GK,27.0,32.0,32.0,2794.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,,
Mathieu Dossevi,tg TOG,"FW,MF",30.0,37.0,31.0,2596.0,28.8,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,2.5,2.5,4.9,7.4,119.0,53.0,256.0,0.17,0.07,0.24,0.17,0.24,0.09,0.18,0.27,0.09,0.27,,,,
Ibrahim Sangaré,ci CIV,MF,20.0,28.0,27.0,2467.0,27.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.3,2.3,1.7,4.1,37.0,227.0,36.0,0.04,0.11,0.15,0.04,0.15,0.09,0.06,0.15,0.09,0.15,,,,
Issiaga Sylla,gn GUI,"DF,MF",24.0,28.0,27.0,2370.0,26.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,2.0,2.0,1.5,3.4,60.0,98.0,105.0,0.08,0.08,0.15,0.08,0.15,0.09,0.07,0.16,0.09,0.16,,,,
Manu García,es ESP,MF,20.0,34.0,23.0,2029.0,22.5,2.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,1.8,2.6,36.0,139.0,65.0,0.09,0.18,0.27,0.09,0.27,0.04,0.09,0.12,0.04,0.12,,,,
François Moubandje,ch SUI,DF,28.0,22.0,21.0,1935.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.0,1.4,35.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,,,,
Jimmy Durmaz,se SWE,"MF,FW",29.0,37.0,21.0,1922.0,21.4,4.0,1.0,5.0,2.0,2.0,2.0,5.0,0.0,4.4,2.8,2.9,5.7,60.0,144.0,110.0,0.19,0.05,0.23,0.09,0.14,0.21,0.14,0.35,0.13,0.27,,,,
Gen Shoji,jp JPN,DF,25.0,20.0,20.0,1830.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,3.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,,,,
Aaron Leya Iseka,be BEL,FW,20.0,32.0,17.0,1680.0,18.7,6.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,3.9,3.9,0.5,4.4,15.0,20.0,95.0,0.32,0.0,0.32,0.32,0.32,0.24,0.03,0.27,0.24,0.27,,,,
Yannick Cahuzac,fr FRA,"MF,DF",33.0,26.0,16.0,1600.0,17.8,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.3,0.3,0.5,0.8,5.0,38.0,7.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,,,,
Kalidou Sidibé,fr FRA,MF,19.0,24.0,20.0,1525.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.3,0.3,0.2,0.5,6.0,52.0,4.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.03,0.02,0.03,,,,
Yaya Sanogo,fr FRA,FW,25.0,23.0,14.0,1355.0,15.1,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,7.9,7.1,0.8,7.8,8.0,14.0,90.0,0.2,0.0,0.2,0.13,0.13,0.57,0.05,0.62,0.51,0.57,,,,
John Bostock,tt TRI,MF,26.0,20.0,14.0,1295.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,58.0,12.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09,,,,
Steven Moreira,cv CPV,"DF,MF",23.0,14.0,14.0,1253.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,19.0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,,,,
Mauro Goicoechea,uy URU,GK,30.0,11.0,10.0,1013.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Bafodé Diakité,fr FRA,DF,17.0,12.0,10.0,933.0,10.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,8.0,24.0,24.0,0.19,0.0,0.19,0.19,0.19,0.01,0.01,0.02,0.01,0.02,,,,
Corentin Jean,fr FRA,"FW,MF",23.0,23.0,9.0,862.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.5,2.9,17.0,12.0,54.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.42,0.21,0.42,,,,
Jean-Clair Todibo,fr FRA,DF,18.0,10.0,10.0,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.2,0.2,0.1,0.3,6.0,23.0,0.0,0.11,0.0,0.11,0.11,0.11,0.02,0.01,0.03,0.02,0.03,,,,
Ndombe Mubele,cd COD,FW,24.0,17.0,5.0,582.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.3,12.0,5.0,39.0,0.15,0.0,0.15,0.15,0.15,0.18,0.06,0.24,0.18,0.24,,,,
Stéphane Mbia,cm CMR,"DF,MF",32.0,5.0,5.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,,,,
Steven Fortes,cv CPV,DF,26.0,4.0,2.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Hakim El Mokeddem,fr FRA,MF,19.0,2.0,2.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Clément Michelin,fr FRA,DF,21.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Steeve Yago,bf BFA,DF,25.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Yann Bodiger,fr FRA,MF,23.0,2.0,1.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Nathan N'Goumou,fr FRA,FW,18.0,1.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,,,,
Kouadio Koné,fr FRA,MF,17.0,1.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,,,,
Hakim El Mokeddem,br BRA,"FW,MF",19.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,0.0,1.09,,,,
Loïc Bessile,tg TOG,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Vidal,fr FRA,GK,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driss Khalid,ma MAR,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matis Carvalho,pt POR,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diarra,ml MLI,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Régis Gurtner,fr FRA,GK,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,2520.0,28.0
Haitam Aleesami,no NOR,DF,28.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,1.2,1.6,21.0,120.0,72.0,0.04,0.04,0.08,0.04,0.08,0.02,0.06,0.07,0.02,0.07,25.0,24.0,2216.0,24.6
Arturo Calabresi,it ITA,DF,23.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,1.1,1.9,20.0,68.0,23.0,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.09,0.04,0.09,25.0,24.0,2194.0,24.4
Aurélien Chedjou,cm CMR,DF,34.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,0.5,1.2,11.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,25.0,24.0,2173.0,24.1
Bakaye Dibassy,ml MLI,DF,29.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.2,1.2,0.1,1.2,15.0,48.0,11.0,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,25.0,25.0,2168.0,24.1
Alexis Blin,fr FRA,MF,22.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,0.8,10.0,100.0,9.0,0.04,0.04,0.09,0.04,0.09,0.01,0.03,0.04,0.01,0.04,28.0,22.0,2016.0,22.4
Gaël Kakuta,cd COD,"MF,FW",28.0,,,,,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,2.6,5.5,63.0,101.0,155.0,0.09,0.22,0.31,0.09,0.31,0.13,0.12,0.25,0.13,0.25,24.0,23.0,2001.0,22.2
Serhou Guirassy,gn GUI,FW,23.0,,,,,9.0,2.0,11.0,6.0,3.0,4.0,6.0,0.0,8.9,5.7,0.9,6.6,30.0,51.0,178.0,0.41,0.09,0.5,0.27,0.36,0.41,0.04,0.46,0.27,0.31,24.0,24.0,1985.0,22.1
Thomas Monconduit,fr FRA,MF,28.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.6,0.6,0.4,1.1,12.0,85.0,21.0,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07,23.0,19.0,1695.0,18.8
Fousseni Diabaté,ml MLI,"FW,MF",23.0,,,,,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,1.6,2.2,47.0,27.0,111.0,0.06,0.19,0.26,0.06,0.26,0.05,0.12,0.17,0.05,0.17,24.0,17.0,1390.0,15.4
Eddy Gnahoré,fr FRA,MF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9,0.9,0.6,1.4,12.0,57.0,32.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,20.0,16.0,1342.0,14.9
Juan Ferney Otero,co COL,"FW,MF",24.0,,,,,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.9,3.8,29.0,25.0,94.0,0.14,0.14,0.28,0.14,0.28,0.15,0.14,0.29,0.15,0.29,19.0,15.0,1292.0,14.4
Stiven Mendoza,co COL,"FW,MF",27.0,,,,,6.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,3.6,3.6,0.7,4.3,48.0,32.0,86.0,0.43,0.0,0.43,0.43,0.43,0.3,0.06,0.35,0.3,0.35,17.0,14.0,1260.0,14.0
Jordan Lefort,fr FRA,DF,25.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,2.0,28.0,8.0,0.0,0.07,0.07,0.0,0.07,0.01,0.02,0.03,0.01,0.03,14.0,12.0,1232.0,13.7
Bongani Zungu,za RSA,MF,26.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.3,0.3,0.3,0.6,6.0,47.0,4.0,0.07,0.0,0.07,0.07,0.07,0.03,0.03,0.05,0.03,0.05,24.0,13.0,1209.0,13.4
Christophe Jallet,fr FRA,DF,35.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,12.0,51.0,31.0,0.1,0.19,0.29,0.1,0.29,0.01,0.07,0.08,0.01,0.08,13.0,11.0,945.0,10.5
Moussa Konaté,sn SEN,FW,26.0,,,,,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.6,0.8,0.1,0.9,6.0,7.0,42.0,0.24,0.12,0.35,0.24,0.35,0.24,0.01,0.25,0.12,0.13,14.0,8.0,765.0,8.5
Nicholas Opoku,gh GHA,DF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,630.0,7.0
Chadrac Akolo,cd COD,"FW,MF",24.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,1.3,2.5,11.0,26.0,53.0,0.29,0.14,0.43,0.29,0.43,0.19,0.22,0.41,0.19,0.41,16.0,6.0,623.0,6.9
Quentin Cornette,fr FRA,"FW,MF",25.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.3,13.0,14.0,39.0,0.18,0.36,0.53,0.18,0.53,0.02,0.32,0.34,0.02,0.34,16.0,5.0,507.0,5.6
Matthieu Dreyer,fr FRA,GK,30.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.23,0.23,0.0,0.23,,,,,,4.0,4.0,390.0,4.3
Saman Ghoddos,ir IRN,FW,25.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,3.0,10.0,11.0,0.29,0.0,0.29,0.29,0.29,0.28,0.15,0.43,0.28,0.43,7.0,2.0,308.0,3.4
Prince-Désir Gouano,fr FRA,DF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,270.0,3.0
Mathieu Bodmer,fr FRA,"MF,FW",36.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,2.0,9.0,3.0,0.53,1.07,1.6,0.53,1.6,0.28,0.2,0.48,0.28,0.48,10.0,1.0,169.0,1.9
Mahdi Talal,fr FRA,FW,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,151.0,1.7
Cheick Timite,ci CIV,"MF,FW",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.18,0.11,0.18,3.0,2.0,115.0,1.3
Jonathan Bumbu,fr FRA,MF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,98.0,1.1
Isaac Mbenza,be BEL,FW,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.44,0.24,0.44,3.0,1.0,84.0,0.9
Jack Lahne,se SWE,FW,17.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,3.7,0.0,3.7,3.7,3.7,2.0,0.0,38.0,0.4
Valentin Gendrey,fr FRA,DF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Sanasi Sy,fr FRA,DF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Ulrick Eneme,ga GAB,FW,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Driss Khalid,ma MAR,FW,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Baptiste Santamaria,fr FRA,MF,24.0,30.0,30.0,2715.0,30.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,1.4,3.0,36.0,165.0,16.0,0.03,0.03,0.07,0.03,0.07,0.06,0.05,0.11,0.06,0.11,,,,
Romain Thomas,fr FRA,DF,31.0,31.0,30.0,2650.0,29.4,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,1.0,2.0,41.0,1.0,0.1,0.07,0.17,0.1,0.17,0.03,0.01,0.04,0.03,0.04,,,,
Ludovic Butelle,fr FRA,GK,36.0,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Vincent Manceau,fr FRA,DF,30.0,25.0,25.0,2255.0,25.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.1,1.4,30.0,120.0,69.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,,,,
Thomas Mangani,fr FRA,MF,32.0,27.0,23.0,2126.0,23.6,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,3.5,5.2,31.0,157.0,58.0,0.08,0.13,0.21,0.08,0.21,0.08,0.17,0.25,0.08,0.25,,,,
Ismaël Traoré,ci CIV,DF,32.0,23.0,23.0,2052.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.0,7.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,,,,
Pierrick Capelle,fr FRA,"MF,DF",32.0,27.0,22.0,1975.0,21.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.6,2.6,2.6,5.2,50.0,68.0,102.0,0.14,0.09,0.23,0.14,0.23,0.14,0.13,0.27,0.14,0.27,,,,
Angelo Fulgini,fr FRA,MF,22.0,23.0,22.0,1831.0,20.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,3.1,3.1,2.6,5.7,56.0,106.0,76.0,0.05,0.1,0.15,0.05,0.15,0.18,0.15,0.32,0.18,0.32,,,,
Rachid Alioui,ma MAR,FW,27.0,31.0,19.0,1731.0,19.2,7.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,5.2,5.2,1.3,6.5,24.0,35.0,108.0,0.36,0.16,0.52,0.36,0.52,0.3,0.07,0.37,0.3,0.37,,,,
Sada Thioub,sn SEN,"MF,FW",24.0,26.0,16.0,1699.0,18.9,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,2.3,3.3,84.0,76.0,170.0,0.16,0.11,0.26,0.16,0.26,0.06,0.14,0.2,0.06,0.2,,,,
Mathias Pereira Lage,pt POR,MF,22.0,27.0,18.0,1682.0,18.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,2.9,4.6,49.0,50.0,136.0,0.05,0.16,0.21,0.05,0.21,0.1,0.17,0.27,0.1,0.27,,,,
Rayan Aït Nouri,dz ALG,DF,18.0,17.0,16.0,1282.0,14.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.8,45.0,56.0,69.0,0.0,0.14,0.14,0.0,0.14,0.01,0.05,0.06,0.01,0.06,,,,
Mateo Pavlović,ba BIH,DF,29.0,15.0,12.0,1202.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.2,1.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,,,,
Stéphane Bahoken,cm CMR,FW,27.0,24.0,13.0,1194.0,13.3,7.0,2.0,9.0,5.0,2.0,2.0,4.0,0.0,3.4,2.6,0.6,3.2,16.0,8.0,74.0,0.53,0.15,0.68,0.38,0.53,0.33,0.06,0.39,0.26,0.31,,,,
Antonin Bobichon,fr FRA,MF,23.0,15.0,12.0,910.0,10.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.6,20.0,42.0,24.0,0.2,0.1,0.3,0.2,0.3,0.14,0.09,0.23,0.14,0.23,,,,
Abdoulaye Bamba,ci CIV,DF,29.0,9.0,8.0,764.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,9.0,15.0,23.0,0.0,0.12,0.12,0.0,0.12,0.0,0.03,0.03,0.0,0.03,,,,
Casimir Ninga,td CHA,"MF,FW",26.0,18.0,7.0,737.0,8.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,3.2,3.2,1.1,4.3,30.0,21.0,63.0,0.37,0.12,0.49,0.37,0.49,0.42,0.14,0.56,0.42,0.56,,,,
Théo Pellenard,fr FRA,DF,25.0,11.0,6.0,660.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,12.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,,,,
Danijel Petković,me MNE,GK,26.0,6.0,6.0,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Farid El Melali,dz ALG,"MF,FW",22.0,11.0,6.0,485.0,5.4,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,10.0,4.0,23.0,0.93,0.0,0.93,0.93,0.93,0.41,0.02,0.44,0.41,0.44,,,,
Souleyman Doumbia,ci CIV,DF,22.0,5.0,5.0,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,22.0,19.0,16.0,0.0,0.2,0.2,0.0,0.2,0.0,0.05,0.05,0.0,0.05,,,,
Vincent Pajot,fr FRA,MF,28.0,7.0,2.0,203.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,3.0,1.0,5.0,0.0,0.44,0.44,0.0,0.44,0.11,0.31,0.42,0.11,0.42,,,,
Zinédine Ould Khaled,fr FRA,MF,19.0,2.0,2.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Ibrahim Cissé,sn SEN,DF,23.0,2.0,2.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,,,,
Wilfried Kanga,ci CIV,FW,21.0,5.0,0.0,93.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,2.0,7.0,0.97,0.0,0.97,0.97,0.97,0.51,0.15,0.67,0.51,0.67,,,,
Jeff Reine-Adélaïde,fr FRA,MF,21.0,1.0,1.0,79.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,4.0,6.0,2.0,1.14,1.14,2.28,1.14,2.28,0.86,0.34,1.2,0.86,1.2,,,,
Mazire Soula,fr FRA,FW,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Mbock,fr FRA,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Mandrea,dz ALG,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gomez Mancini,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benoît Costil,fr FRA,GK,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,2610.0,29.0
Laurent Koscielny,fr FRA,DF,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,5.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,28.0,28.0,2453.0,27.3
Pablo,br BRA,DF,28.0,,,,,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.9,1.9,0.1,2.0,6.0,58.0,4.0,0.15,0.0,0.15,0.15,0.15,0.08,0.0,0.08,0.08,0.08,28.0,28.0,2443.0,27.1
Otávio,br BRA,MF,25.0,,,,,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,0.8,0.8,0.9,1.6,13.0,84.0,15.0,0.08,0.12,0.19,0.08,0.19,0.03,0.03,0.07,0.03,0.07,28.0,26.0,2324.0,25.8
Loris Benito,ch SUI,DF,27.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.9,1.7,50.0,119.0,73.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,27.0,25.0,2259.0,25.1
Nicolas de Préville,fr FRA,"MF,FW",28.0,,,,,8.0,4.0,12.0,7.0,1.0,1.0,4.0,0.0,5.0,4.3,4.8,9.1,80.0,88.0,159.0,0.32,0.16,0.48,0.28,0.44,0.22,0.22,0.44,0.19,0.41,28.0,25.0,2245.0,24.9
